336.00	165.00	26.00	61.00
337.00	165.00	25.00	60.00
337.00	163.80	25.00	59.00
333.71	165.99	25.00	59.00
333.71	165.99	25.00	59.00
338.10	167.18	25.00	60.00
338.10	160.57	25.00	60.00
338.10	160.36	25.00	57.00
333.86	164.60	25.00	57.00
333.86	162.60	25.00	60.00
331.66	165.80	25.00	59.00
331.66	165.80	25.00	59.00
331.66	164.80	25.00	60.00
326.25	162.60	26.00	61.00
327.25	164.89	25.00	60.00
327.25	165.89	25.00	59.00
327.25	165.89	25.00	59.00
327.25	165.89	25.00	59.00
329.44	161.50	25.00	59.00
329.44	160.31	25.00	57.00
329.44	162.42	25.00	57.00
329.44	162.42	24.00	56.00
329.96	164.51	25.00	57.00
332.08	161.40	25.00	59.00
332.08	160.40	25.00	60.00
332.08	158.19	25.00	60.00
329.88	158.19	25.00	60.00
332.08	158.19	25.00	60.00
329.88	154.78	25.00	59.00
332.07	154.78	25.00	59.00
332.07	155.78	25.00	57.00
329.95	155.78	25.00	57.00
332.07	155.84	25.00	59.00
332.07	155.29	25.00	59.00
332.07	152.10	25.00	60.00
332.07	152.10	25.00	60.00
331.07	152.10	26.00	61.00
333.36	153.38	27.00	62.00
333.36	153.38	27.00	62.00
333.36	151.07	27.00	62.00
335.67	148.76	27.00	62.00
335.67	148.76	27.00	62.00
333.36	151.07	27.00	62.00
333.36	151.07	27.00	62.00
333.36	151.07	27.00	62.00
333.36	151.07	27.00	62.00
333.36	151.07	27.00	62.00
331.62	151.07	27.00	62.00
333.94	153.38	27.00	62.00
333.94	153.38	27.00	62.00
333.94	151.07	27.00	62.00
335.09	151.07	27.00	62.00
335.09	151.07	27.00	62.00
335.09	151.07	27.00	62.00
337.41	153.38	27.00	62.00
337.41	153.38	27.00	63.00
337.41	153.38	27.00	63.00
337.41	153.38	27.00	63.00
337.41	153.38	27.00	63.00
337.41	153.38	27.00	63.00
337.41	151.06	27.00	63.00
337.41	151.06	27.00	63.00
335.08	151.06	27.00	63.00
332.76	151.06	27.00	63.00
332.76	151.06	27.00	63.00
329.43	150.06	28.00	65.00
329.43	150.06	28.00	65.00
327.02	150.06	28.00	65.00
324.60	150.06	28.00	65.00
324.60	150.06	28.00	65.00
324.60	150.06	28.00	65.00
324.60	150.06	28.00	65.00
324.60	150.06	28.00	65.00
322.18	150.06	28.00	65.00
324.60	152.48	28.00	65.00
324.60	152.48	28.00	65.00
324.60	152.48	28.00	65.00
324.60	152.48	28.00	65.00
322.18	152.48	28.00	65.00
324.60	152.48	28.00	65.00
324.60	152.48	28.00	65.00
324.60	152.48	28.00	65.00
324.60	150.06	28.00	65.00
323.39	150.06	28.00	65.00
323.39	150.06	28.00	65.00
323.39	152.48	28.00	65.00
325.81	152.48	28.00	65.00
325.81	152.48	28.00	65.00
325.81	152.48	28.00	65.00
325.81	152.48	28.00	65.00
325.81	152.48	28.00	65.00
330.64	154.89	28.00	65.00
333.06	152.48	28.00	65.00
333.06	152.48	28.00	65.00
333.06	152.48	28.00	65.00
333.06	152.48	28.00	65.00
335.48	152.48	28.00	65.00
337.89	152.48	28.00	65.00
337.89	152.48	28.00	65.00
337.89	152.48	28.00	65.00
337.89	152.48	28.00	65.00
340.31	152.48	28.00	65.00
340.31	152.48	28.00	65.00
342.12	150.06	28.00	65.00
342.12	150.06	28.00	65.00
339.70	150.06	28.00	65.00
342.12	152.48	28.00	65.00
342.12	152.48	28.00	65.00
344.54	152.48	28.00	65.00
344.54	152.48	28.00	65.00
346.96	152.48	28.00	65.00
349.37	154.89	28.00	65.00
351.79	157.31	28.00	65.00
356.62	154.89	28.00	65.00
359.04	154.89	28.00	65.00
359.04	154.89	28.00	65.00
361.46	155.50	28.00	65.00
363.87	155.50	28.00	65.00
366.29	155.50	28.00	65.00
368.71	155.50	28.00	65.00
366.29	155.50	28.00	65.00
368.71	155.50	28.00	65.00
371.12	157.92	28.00	65.00
373.54	157.92	28.00	65.00
371.12	157.92	28.00	65.00
371.12	157.92	28.00	65.00
368.71	156.92	28.00	66.00
371.13	156.92	28.00	66.00
373.56	156.92	28.00	66.00
373.56	156.92	28.00	66.00
373.56	159.34	29.00	67.00
376.07	159.34	29.00	67.00
376.07	161.85	29.00	67.00
381.09	164.36	29.00	67.00
383.60	161.85	29.00	67.00
383.60	161.85	29.00	67.00
384.85	161.85	29.00	67.00
384.85	164.36	29.00	67.00
387.36	164.36	29.00	67.00
389.87	164.36	29.00	67.00
392.38	164.36	29.00	67.00
392.38	164.36	29.00	67.00
394.89	166.87	29.00	67.00
397.40	169.38	29.00	67.00
397.40	169.38	29.00	67.00
402.42	169.38	29.00	67.00
404.93	169.38	29.00	67.00
407.44	169.38	29.00	67.00
407.44	171.89	29.00	67.00
412.46	171.89	29.00	67.00
412.46	169.38	29.00	67.00
412.46	169.38	29.00	67.00
412.46	169.38	29.00	67.00
414.97	169.38	29.00	67.00
414.97	169.38	29.00	67.00
414.97	169.38	29.00	67.00
414.97	166.87	29.00	67.00
414.97	166.87	29.00	67.00
414.97	166.87	29.00	67.00
414.97	166.87	29.00	67.00
416.22	169.38	29.00	67.00
416.22	166.87	29.00	67.00
416.22	169.38	29.00	67.00
416.22	169.38	29.00	67.00
421.24	169.38	29.00	67.00
423.75	171.89	29.00	67.00
428.77	171.89	29.00	67.00
433.79	171.89	29.00	67.00
441.94	171.89	29.00	67.00
445.08	171.89	29.00	67.00
447.59	171.89	29.00	67.00
452.61	171.89	29.00	67.00
457.63	169.38	29.00	67.00
460.13	169.38	29.00	67.00
460.13	166.87	29.00	67.00
462.64	166.87	29.00	67.00
465.15	164.36	29.00	67.00
467.66	161.85	29.00	67.00
467.66	161.85	29.00	67.00
467.66	161.85	29.00	67.00
467.66	161.85	29.00	67.00
467.66	161.85	29.00	67.00
470.17	161.85	29.00	67.00
470.17	161.85	29.00	67.00
470.17	164.36	29.00	67.00
470.17	164.36	29.00	67.00
472.68	166.87	29.00	67.00
472.68	166.87	29.00	67.00
472.68	169.38	29.00	67.00
472.68	169.38	29.00	67.00
470.80	169.38	29.00	67.00
467.66	171.89	29.00	67.00
465.15	171.89	29.00	67.00
465.15	171.89	29.00	67.00
462.64	169.38	29.00	67.00
457.63	169.38	29.00	67.00
457.63	169.38	28.00	66.00
457.63	171.81	28.00	66.00
455.20	169.38	28.00	66.00
457.63	169.38	28.00	66.00
455.20	166.95	28.00	66.00
456.41	166.95	28.00	66.00
456.41	166.95	28.00	66.00
456.41	164.52	28.00	66.00
458.84	163.10	28.00	65.00
458.84	163.10	28.00	65.00
458.03	161.68	27.00	63.00
455.70	161.68	27.00	62.00
455.70	159.37	27.00	62.00
455.12	161.68	27.00	62.00
452.81	158.79	27.00	62.00
452.81	158.79	27.00	62.00
451.08	158.79	27.00	62.00
451.08	158.79	27.00	62.00
448.76	158.79	27.00	62.00
451.08	158.79	27.00	62.00
451.08	156.48	27.00	62.00
451.08	156.48	27.00	62.00
451.08	156.48	27.00	62.00
451.08	156.48	27.00	62.00
451.08	158.79	27.00	62.00
453.39	156.48	27.00	63.00
453.39	156.48	27.00	63.00
453.39	156.48	27.00	63.00
454.55	156.48	27.00	63.00
454.55	156.48	27.00	63.00
454.55	154.15	27.00	63.00
454.55	151.83	27.00	63.00
456.29	151.83	27.00	63.00
456.29	151.83	27.00	63.00
456.29	151.83	27.00	63.00
456.29	151.83	27.00	63.00
458.62	151.83	27.00	63.00
463.27	149.50	27.00	63.00
