225.00	135.00	61.00	71.00
225.00	138.52	61.00	71.00
220.48	136.52	63.00	74.00
219.48	136.52	65.00	75.00
218.48	134.52	67.00	78.00
213.63	133.52	69.00	80.00
217.59	133.52	69.00	80.00
213.63	128.57	69.00	80.00
213.63	124.61	69.00	80.00
212.63	118.67	70.00	82.00
211.63	113.62	73.00	85.00
206.45	108.43	74.00	87.00
205.45	103.16	76.00	88.00
201.08	94.42	76.00	88.00
185.78	128.29	76.00	88.00
185.78	126.10	76.00	88.00
190.15	131.56	76.00	88.00
194.52	131.56	76.00	88.00
194.52	135.93	76.00	88.00
191.24	134.93	77.00	90.00
191.24	139.40	77.00	90.00
186.78	134.93	77.00	90.00
186.78	140.40	76.00	88.00
186.78	140.40	76.00	88.00
186.78	139.40	77.00	90.00
191.24	143.86	77.00	90.00
191.24	148.32	77.00	90.00
191.24	152.79	77.00	90.00
191.24	152.79	77.00	90.00
191.24	157.25	77.00	90.00
191.24	157.25	77.00	90.00
195.71	157.25	77.00	90.00
195.71	152.79	77.00	90.00
195.71	138.28	77.00	90.00
201.29	142.75	77.00	90.00
201.29	137.17	77.00	90.00
205.75	137.17	77.00	90.00
205.75	132.70	77.00	90.00
210.21	132.70	77.00	90.00
210.21	128.24	77.00	90.00
215.79	129.24	76.00	88.00
215.79	129.24	76.00	88.00
220.16	134.70	76.00	88.00
220.16	140.17	76.00	88.00
220.16	144.54	76.00	88.00
220.16	150.00	76.00	88.00
224.53	159.83	76.00	88.00
224.53	169.67	76.00	88.00
224.53	174.04	76.00	88.00
224.53	178.50	77.00	90.00
228.00	183.08	79.00	92.00
233.71	187.65	79.00	92.00
238.28	183.08	79.00	92.00
237.28	177.51	80.00	94.00
241.89	172.90	80.00	94.00
246.50	167.14	80.00	94.00
251.11	161.38	80.00	94.00
208.47	204.01	80.00	94.00
218.84	204.01	80.00	94.00
199.25	246.65	80.00	94.00
198.25	256.02	82.00	96.00
219.47	219.47	82.00	96.00
221.83	208.86	82.00	96.00
221.83	187.64	82.00	96.00
243.06	144.01	82.00	96.00
258.38	138.12	82.00	96.00
278.43	133.40	82.00	96.00
267.82	138.12	82.00	96.00
267.82	138.12	82.00	96.00
267.82	138.12	82.00	96.00
267.82	138.12	82.00	96.00
267.82	138.12	82.00	96.00
267.82	138.12	82.00	96.00
267.82	142.83	82.00	96.00
267.82	142.83	82.00	96.00
267.82	142.83	82.00	96.00
267.82	142.83	82.00	96.00
267.82	142.83	82.00	96.00
267.82	142.83	82.00	96.00
267.82	136.94	82.00	96.00
267.82	131.04	82.00	96.00
267.82	126.32	82.00	96.00
267.82	121.61	82.00	96.00
267.82	116.89	82.00	96.00
267.82	116.89	82.00	96.00
267.82	112.18	82.00	96.00
257.20	155.80	82.00	96.00
241.88	186.46	82.00	96.00
236.98	187.46	80.00	94.00
232.37	182.85	80.00	94.00
232.37	182.85	80.00	94.00
222.15	139.21	82.00	96.00
206.82	117.99	82.00	96.00
202.11	128.60	82.00	96.00
202.11	134.49	82.00	96.00
202.11	139.21	82.00	96.00
202.11	143.93	82.00	96.00
202.11	143.93	82.00	96.00
