228.00	236.00	80.00	64.00
230.00	233.17	77.00	62.00
233.71	236.88	77.00	62.00
235.43	244.24	80.00	64.00
231.60	252.87	80.00	64.00
227.76	256.70	80.00	64.00
228.76	245.24	78.00	63.00
229.76	229.34	77.00	62.00
228.76	229.34	78.00	63.00
225.02	241.50	78.00	63.00
221.28	262.07	78.00	63.00
222.28	265.82	77.00	62.00
227.78	250.03	78.00	63.00
231.52	225.71	78.00	63.00
232.52	217.29	77.00	62.00
235.23	234.01	78.00	63.00
242.65	241.43	80.00	64.00
252.28	233.80	78.00	63.00
252.28	216.03	78.00	63.00
234.38	210.35	82.00	65.00
208.85	214.28	82.00	65.00
183.35	230.97	80.00	64.00
195.77	239.59	82.00	65.00
232.09	245.48	82.00	65.00
236.02	249.39	83.00	67.00
214.20	248.40	83.00	67.00
188.41	240.47	82.00	65.00
170.74	235.55	83.00	67.00
166.77	239.51	83.00	67.00
183.63	239.51	83.00	67.00
201.48	235.55	82.00	65.00
205.41	220.81	83.00	67.00
193.52	217.84	80.00	64.00
193.52	226.47	80.00	64.00
205.98	226.47	80.00	64.00
217.44	221.68	82.00	65.00
213.51	216.77	82.00	65.00
205.68	221.68	80.00	64.00
206.68	247.60	78.00	63.00
215.09	271.92	78.00	63.00
218.84	271.92	78.00	63.00
209.42	262.50	80.00	64.00
195.00	262.50	82.00	65.00
182.24	271.33	82.00	65.00
182.24	276.24	82.00	65.00
198.93	275.24	83.00	67.00
211.82	279.21	83.00	67.00
216.78	285.17	82.00	65.00
217.78	277.32	80.00	64.00
221.61	260.06	80.00	64.00
231.24	243.81	78.00	63.00
247.08	239.07	80.00	64.00
263.33	252.49	82.00	65.00
258.42	257.40	82.00	65.00
236.82	248.54	83.00	67.00
210.04	239.62	83.00	67.00
201.12	234.66	83.00	67.00
206.07	238.62	83.00	67.00
215.00	246.56	83.00	67.00
227.90	250.53	83.00	67.00
240.79	236.64	83.00	67.00
236.82	223.75	83.00	67.00
232.86	223.75	83.00	67.00
241.78	223.75	83.00	67.00
258.64	217.79	85.00	68.00
280.97	212.71	85.00	68.00
285.03	220.83	85.00	68.00
280.95	239.09	83.00	67.00
264.09	248.01	83.00	67.00
255.16	245.05	82.00	65.00
264.00	232.28	82.00	65.00
272.84	223.45	82.00	65.00
276.76	222.45	83.00	67.00
280.73	208.56	83.00	67.00
267.83	182.77	83.00	67.00
241.05	168.88	85.00	68.00
215.65	169.88	83.00	67.00
202.76	169.88	83.00	67.00
211.69	169.88	83.00	67.00
220.61	165.92	82.00	65.00
225.52	157.08	82.00	65.00
230.43	169.85	82.00	65.00
234.36	186.52	83.00	67.00
225.43	199.41	83.00	67.00
221.46	208.34	83.00	67.00
208.57	203.38	83.00	67.00
190.71	194.45	83.00	67.00
186.75	182.56	82.00	65.00
199.51	164.89	82.00	65.00
221.10	170.78	82.00	65.00
242.70	201.21	82.00	65.00
251.54	235.55	83.00	67.00
246.58	248.45	83.00	67.00
237.65	239.52	83.00	67.00
228.72	221.66	83.00	67.00
224.76	209.77	82.00	65.00
228.68	212.70	83.00	67.00
233.64	212.70	83.00	67.00
242.57	208.73	83.00	67.00
242.57	195.83	83.00	67.00
229.67	195.83	83.00	67.00
216.78	209.73	82.00	65.00
225.62	221.49	83.00	67.00
252.40	225.46	83.00	67.00
288.10	215.53	85.00	68.00
282.02	206.40	87.00	69.00
254.99	210.55	85.00	68.00
232.66	219.68	85.00	68.00
218.45	219.68	85.00	68.00
215.39	206.47	83.00	67.00
215.39	193.58	83.00	67.00
219.35	201.51	83.00	67.00
223.32	210.44	83.00	67.00
250.10	219.37	83.00	67.00
286.80	223.34	83.00	67.00
294.73	217.38	85.00	68.00
276.46	204.18	85.00	68.00
238.90	195.04	85.00	68.00
220.63	167.64	85.00	68.00
207.43	175.76	85.00	68.00
198.30	166.62	85.00	68.00
161.75	188.95	85.00	68.00
169.87	183.88	85.00	68.00
178.01	183.88	87.00	69.00
195.66	174.53	87.00	69.00
210.20	178.69	87.00	69.00
219.54	192.18	87.00	69.00
220.54	201.53	85.00	68.00
228.68	201.53	87.00	69.00
232.83	192.18	87.00	69.00
237.98	192.18	85.00	68.00
236.97	201.32	85.00	68.00
236.97	206.40	85.00	68.00
255.24	206.40	85.00	68.00
273.51	220.61	85.00	68.00
283.65	249.01	83.00	67.00
283.65	266.87	83.00	67.00
279.68	284.72	83.00	67.00
282.65	287.69	85.00	68.00
279.59	279.55	83.00	67.00
282.55	269.63	85.00	68.00
282.55	256.43	85.00	68.00
278.49	229.02	85.00	68.00
284.57	198.56	83.00	67.00
280.60	198.56	83.00	67.00
271.67	225.34	83.00	67.00
262.75	261.05	83.00	67.00
253.82	296.75	83.00	67.00
252.82	299.72	85.00	68.00
242.68	262.16	87.00	69.00
226.03	256.97	85.00	68.00
221.96	263.05	83.00	67.00
221.96	255.12	82.00	65.00
221.96	237.45	82.00	65.00
225.88	231.54	83.00	67.00
234.81	235.51	83.00	67.00
239.77	223.61	82.00	65.00
235.84	197.09	83.00	67.00
226.92	167.34	82.00	65.00
226.92	167.34	82.00	65.00
235.75	179.10	83.00	67.00
244.68	188.03	83.00	67.00
248.65	188.03	83.00	67.00
235.75	188.03	83.00	67.00
212.93	191.00	85.00	68.00
190.60	181.86	85.00	68.00
186.54	176.79	85.00	68.00
204.81	158.52	85.00	68.00
222.07	136.18	85.00	68.00
213.93	123.99	83.00	67.00
209.96	123.99	83.00	67.00
209.96	146.81	82.00	65.00
218.80	149.74	83.00	67.00
231.69	144.78	83.00	67.00
236.65	144.78	83.00	67.00
236.65	149.74	83.00	67.00
236.65	171.56	83.00	67.00
227.73	198.34	83.00	67.00
214.83	216.19	83.00	67.00
210.86	213.23	82.00	65.00
210.86	195.55	82.00	65.00
203.01	159.21	83.00	67.00
189.11	122.51	85.00	68.00
186.05	101.17	83.00	67.00
198.95	126.96	83.00	67.00
212.84	148.78	83.00	67.00
233.66	160.68	85.00	68.00
250.91	158.65	85.00	68.00
247.85	150.51	83.00	67.00
243.89	142.58	83.00	67.00
248.85	155.47	83.00	67.00
248.85	164.40	83.00	67.00
239.92	168.37	83.00	67.00
234.96	177.29	83.00	67.00
234.96	186.22	83.00	67.00
238.93	186.22	83.00	67.00
247.85	182.25	83.00	67.00
251.82	175.32	82.00	65.00
251.82	161.58	82.00	65.00
246.91	174.34	82.00	65.00
239.08	209.68	80.00	64.00
251.54	244.19	80.00	64.00
258.21	273.90	82.00	65.00
267.04	277.83	82.00	65.00
258.21	261.14	82.00	65.00
245.44	243.47	82.00	65.00
249.37	255.23	83.00	67.00
262.27	269.12	83.00	67.00
268.22	270.12	82.00	65.00
265.29	257.35	80.00	64.00
256.66	244.89	80.00	64.00
247.04	241.06	82.00	65.00
254.89	233.20	82.00	65.00
267.65	216.52	82.00	65.00
268.65	190.99	80.00	64.00
263.86	187.16	80.00	64.00
262.86	208.24	82.00	65.00
266.79	233.77	82.00	65.00
261.88	233.77	82.00	65.00
248.13	217.08	82.00	65.00
232.45	208.24	80.00	64.00
227.65	225.50	80.00	64.00
231.45	260.00	82.00	65.00
244.21	273.75	82.00	65.00
248.13	257.06	82.00	65.00
235.37	220.74	82.00	65.00
226.54	207.97	82.00	65.00
252.06	220.74	82.00	65.00
287.40	224.66	82.00	65.00
300.16	205.99	83.00	67.00
278.34	180.20	83.00	67.00
240.64	170.28	85.00	68.00
203.08	183.47	85.00	68.00
177.69	193.61	83.00	67.00
181.66	181.71	82.00	65.00
182.66	165.02	80.00	64.00
198.91	164.07	82.00	65.00
235.24	161.12	82.00	65.00
264.69	153.27	82.00	65.00
261.76	153.27	80.00	64.00
243.51	161.89	82.00	65.00
217.98	161.89	82.00	65.00
200.31	174.66	82.00	65.00
192.48	192.33	80.00	64.00
183.85	208.62	80.00	64.00
165.60	208.62	82.00	65.00
144.00	191.93	82.00	65.00
144.00	174.26	82.00	65.00
169.52	178.19	82.00	65.00
196.03	207.64	82.00	65.00
203.88	233.16	82.00	65.00
195.05	242.00	82.00	65.00
186.21	229.24	82.00	65.00
177.38	220.40	82.00	65.00
178.38	224.33	80.00	64.00
193.67	229.12	82.00	65.00
225.09	228.12	83.00	67.00
261.79	220.19	82.00	65.00
298.13	198.60	80.00	64.00
294.29	202.43	80.00	64.00
269.37	223.52	80.00	64.00
256.91	231.19	80.00	64.00
252.12	218.73	80.00	64.00
235.82	193.80	80.00	64.00
213.74	180.39	82.00	65.00
189.21	184.31	80.00	64.00
194.00	205.40	80.00	64.00
223.72	235.11	80.00	64.00
256.27	256.20	82.00	65.00
243.50	243.44	82.00	65.00
217.98	225.77	82.00	65.00
201.31	216.93	80.00	64.00
209.94	225.56	80.00	64.00
239.65	246.65	80.00	64.00
276.12	260.11	78.00	63.00
286.40	243.27	78.00	63.00
269.57	222.69	78.00	63.00
244.31	210.54	78.00	63.00
240.57	198.38	78.00	63.00
264.89	206.79	78.00	63.00
288.21	221.69	80.00	64.00
270.96	209.23	80.00	64.00
241.24	191.98	80.00	64.00
243.16	188.15	80.00	64.00
263.25	186.23	82.00	65.00
280.92	186.23	82.00	65.00
272.08	173.47	82.00	65.00
251.49	164.63	80.00	64.00
252.49	170.42	78.00	63.00
259.97	182.58	78.00	63.00
263.71	182.58	78.00	63.00
275.87	166.68	78.00	63.00
291.77	170.42	78.00	63.00
302.93	193.74	80.00	64.00
307.76	212.00	78.00	63.00
299.34	212.00	78.00	63.00
295.60	203.58	78.00	63.00
282.44	194.16	80.00	64.00
246.98	197.99	80.00	64.00
246.98	194.16	80.00	64.00
211.51	210.46	80.00	64.00
232.60	189.37	80.00	64.00
248.90	180.74	80.00	64.00
240.27	180.74	80.00	64.00
224.97	190.37	78.00	63.00
232.39	209.95	80.00	64.00
267.86	214.74	80.00	64.00
292.78	197.48	80.00	64.00
309.07	176.40	80.00	64.00
309.07	163.94	80.00	64.00
287.99	172.56	80.00	64.00
280.36	203.28	78.00	63.00
303.68	226.60	80.00	64.00
329.56	209.34	80.00	64.00
338.19	184.42	80.00	64.00
329.56	180.59	80.00	64.00
308.47	193.05	80.00	64.00
296.01	201.67	80.00	64.00
296.01	205.51	80.00	64.00
299.84	196.88	80.00	64.00
291.22	192.09	80.00	64.00
290.22	187.30	82.00	65.00
290.22	183.37	82.00	65.00
281.38	183.37	82.00	65.00
272.55	187.30	82.00	65.00
267.64	191.22	82.00	65.00
267.64	195.15	82.00	65.00
267.64	200.06	82.00	65.00
268.64	200.06	80.00	64.00
282.06	208.69	80.00	64.00
298.31	221.15	82.00	65.00
289.48	226.05	82.00	65.00
276.71	222.13	82.00	65.00
264.95	213.29	80.00	64.00
272.62	213.29	80.00	64.00
288.87	221.92	82.00	65.00
283.96	220.92	83.00	67.00
247.26	218.94	83.00	67.00
216.52	211.01	82.00	65.00
234.19	198.25	82.00	65.00
243.02	198.25	82.00	65.00
246.95	198.25	82.00	65.00
251.86	202.17	82.00	65.00
246.95	206.10	82.00	65.00
242.04	210.03	82.00	65.00
258.73	201.19	82.00	65.00
258.73	205.12	82.00	65.00
244.98	205.12	82.00	65.00
253.82	192.36	82.00	65.00
262.66	184.50	82.00	65.00
250.89	176.65	80.00	64.00
248.02	176.65	80.00	64.00
256.64	185.28	80.00	64.00
261.44	197.74	80.00	64.00
256.64	193.90	80.00	64.00
234.56	185.28	82.00	65.00
222.80	167.60	80.00	64.00
